1,2,3,female,male,C,Q,S,Dr,Master,Miss,Mr,Mrs,adult,aged,child,senior,High,Low,Age,Fare,SibSp,Parch,Family_Size,Family,AgeFill,Fare_Per_Person,Cabin,AgeClass,ClassFare
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.07917670712416662,-0.048227600473630304,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.07917670712416662,-0.02424334805027244,1,0.19464982272696274,-0.01751393167808372
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.12187883446919855,-0.047389857865947585,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.12187883446919855,-0.031139890351589636,1,-0.022466153390279884,-0.03820355858203533
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.028912821725825332,0.08060401794671349,0.18462401795735128,-0.06359895248784138,0.1095398428731762,-0.035493827160493825,0.028912821725825332,0.008946639949630748,1,-0.004373155380509667,0.034235217111405536
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.05904897772127193,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.05904897772127193,-0.013499865149044088,1,-0.06769864841470542,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023698385943876785,1,0.10914843382329197,-0.015879045358896757
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1671385065712639,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.1671385065712639,-0.023161621691517167,1,0.2896380622782564,-0.014268752601817912
1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0.0,0.038638812762234444,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.0,0.011874444962501379,1,-0.15952460441679145,-0.01065779308594414
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.12944059252250792,0.01326450265068898,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.12944059252250792,-0.013499865149044088,1,0.0679988366585712,-0.01065779308594414
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.01634685037624001,0.038638812762234444,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.01634685037624001,0.011874444962501379,1,-0.15364038896111396,-0.01065779308594414
0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.5064197330100676,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.5064197330100676,-0.01837954017049514,1,0.3393938068051245,-0.02041714312884624
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.01634685037624001,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.01634685037624001,-0.013499865149044088,1,-0.013419654385394776,-0.01065779308594414
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.038874175260589554,1,-0.02518808529674976,-0.061406413309035075
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.1470107771683692,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1470107771683692,-0.023698385943876785,1,-0.04960565040493521,-0.015879045358896757
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.06533196339606459,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.06533196339606459,-0.023161621691517167,1,0.038597714892694604,-0.014268752601817912
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.1470107771683692,-0.0436487086205015,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1470107771683692,-0.01966445619714363,1,-0.04960565040493521,-0.003777256118697302
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.1671385065712639,0.0286842757184743,0.0596240179573513,0.9364010475121587,0.6095398428731762,0.3395061728395062,0.1671385065712639,-0.027431337335286837,1,0.2896380622782564,-0.02707789953312693
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.07917670712416662,0.9371415723160527,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,0.07917670712416662,0.46112582473941044,1,-0.1310241414489012,0.43859358669096493
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,-0.04697508548912425,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.022990833065766384,1,0.10914843382329197,-0.013756386724565561
1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.033917035022101284,0.0869069965784214,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.033917035022101284,0.11089124900177925,1,-0.1717333869708842,0.08835901095333373
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.12187883446919855,-0.044852426854793036,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.12187883446919855,-0.020868174431435176,1,-0.022466153390279884,-0.0073884108215719405
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.19727466256671047,0.0286842757184743,0.5596240179573513,0.26973438084549195,0.6095398428731762,0.5895061728395061,-0.19727466256671047,-0.027431337335286837,1,-0.10388464443424586,-0.02707789953312693
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.3807600195142144,0.01326450265068898,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.3807600195142144,-0.013499865149044088,1,0.24892881675627337,-0.01065779308594414
0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.05904897772127193,0.0182987657768196,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,-0.05904897772127193,-0.018584876895397798,1,-0.06769864841470542,-0.020827816578651563
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.19727466256671047,0.014606413281588017,0.4346240179573513,0.10306771417882528,0.40953984287317624,0.21450617283950618,-0.19727466256671047,-0.025963368433000317,1,-0.10388464443424586,-0.022673992826267354
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.13444480581878387,-0.04300634820067768,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.019022095777319812,1,-0.036035901897607546,-0.0018501748592258506
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.1470107771683692,-0.04764203947105618,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1470107771683692,-0.023657787047698314,1,-0.04960565040493521,-0.015757248670361348
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.18470869121712516,0.3496449002544172,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.18470869121712516,0.16737748870859276,1,-0.22601238100019483,0.14484525066014722
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.01634685037624001,0.04839816280513655,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.01634685037624001,0.01675411998395243,1,-0.15364038896111396,-0.005778118064493088
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.3229343760625637,-0.0366707733398265,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.3229343760625637,-0.025780348088529092,1,-0.2395821295075225,-0.02212493179285368
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.04741402994681031,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.07139828237016817,1,0.10914843382329197,0.26941095958323813
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.05904897772127193,-0.04875616687195388,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.05904897772127193,-0.024771914448596017,1,0.04538258914635843,-0.019099630873054465
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.3807600195142144,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.3807600195142144,0.012947973467220613,1,-0.022466153390279884,-0.009584264581224907
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.2802322487175318,-0.036508182568111745,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.2802322487175318,-0.012523930144753876,1,0.1765568247171925,-0.008705923077363719
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1797044779208492,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.1797044779208492,-0.023161621691517167,1,0.30320781078558406,-0.014268752601817912
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.047764031346592455,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023779778923234587,1,0.10914843382329197,-0.016123224296970176
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.24253433466877583,0.15357136003847793,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.24253433466877583,0.03326908731355223,1,-0.07222189791714799,0.010736849265106712
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.15457253522167858,-0.047926622118307206,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.15457253522167858,-0.023942369694949336,1,0.2760683137709287,-0.016610996612114418
1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,-0.1470107771683692,0.38124079601831273,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.1470107771683692,0.18317543659054053,1,-0.21244263249286718,0.16064319854209502
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.0666107357745813,-0.011548644833389615,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0666107357745813,0.012435607589968253,1,-0.13554739095134374,-0.010096630458477265
0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,-0.1470107771683692,-0.03464570820592431,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.1470107771683692,-0.024767815521577998,1,-0.04960565040493521,-0.0190873340920004
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,-0.05904897772127193,-0.04774763563852038,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.05904897772127193,-0.023763383215162512,1,0.04538258914635843,-0.016074037172753953
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.046483006371686605,-0.047528050262555084,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.046483006371686605,-0.031208986549893385,1,0.0589523376536861,-0.038410847176946566
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.11687462117292259,-0.012109807460856489,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.11687462117292259,0.011874444962501379,1,0.0589523376536861,0.040090827137146796
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.19227044927043455,-0.036508182568111745,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.19227044927043455,-0.012523930144753876,1,0.11323133168299675,-0.008705923077363719
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.15457253522167858,-0.011548644833389615,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.15457253522167858,0.012435607589968253,1,-0.10388464443424586,-0.010096630458477265
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.0967468917700279,0.23294747211641534,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.0967468917700279,0.2569317245397732,1,-0.19434963448309694,0.23439948649132766
0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,-0.03310060790713205,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.0,-0.028954902001651097,1,0.10914843382329197,-0.0316485935322197
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.07161494907085725,0.033767335594819425,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.07161494907085725,0.05775158801817729,1,-0.18530313547821184,0.03521934996973178
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.011036278956137255,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.012947973467220613,1,-0.15952460441679145,-0.009584264581224907
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.22996836331919052,0.038638812762234444,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.22996836331919052,0.011874444962501379,1,-0.07674514741959054,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.008785092322930637,-0.04434825883157672,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,-0.02036400640821885,1,0.09966158317566909,-0.005875906751922968
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.2802322487175318,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.2802322487175318,-0.013499865149044088,1,0.1765568247171925,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.13444480581878387,-0.047926622118307206,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.13444480581878387,-0.023942369694949336,1,-0.036035901897607546,-0.016610996612114418
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.10430864982333728,0.38124079601831273,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.10430864982333728,0.4052250484416706,1,-0.12197764244401609,0.3826928103932251
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.033917035022101284,-0.042363792593853006,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.033917035022101284,-0.01837954017049514,1,-0.04960565040493521,-0.02041714312884624
0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.0326044425509509,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.008620190127593037,1,0.10914843382329197,0.02935554208995448
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.04147879307541066,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.04147879307541066,-0.023698385943876785,1,0.15394057720497975,-0.015879045358896757
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.29780243336339307,0.0015532825992064557,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.29780243336339307,-0.006668320119012616,1,-0.2395821295075225,0.0030052969741188045
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.1595767485179545,-0.049089546269419415,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.1595767485179545,-0.03198973455332555,1,-0.06317539891226287,-0.04075309118724307
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.05404476442499598,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.05404476442499598,-0.013499865149044088,1,0.013719842629260551,-0.01065779308594414
0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.25510030601836114,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.25510030601836114,-0.013499865149044088,1,0.1584638267074223,-0.01065779308594414
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.033917035022101284,0.04078586977167291,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.033917035022101284,0.012947973467220613,1,-0.1717333869708842,-0.009584264581224907
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.12187883446919855,-0.045950353734619524,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.12187883446919855,-0.02196610131126166,1,-0.022466153390279884,-0.010682191461051399
0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0037808790266546863,-0.02186915750375859,0.3096240179573513,-0.06359895248784138,0.2095398428731762,-0.035493827160493825,0.0037808790266546863,-0.028626857715542346,1,-0.022466153390279884,-0.04091177821894066
0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.0,-0.04775583349255642,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.02377158106919855,1,0.10914843382329197,-0.016098630734862063
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.05904897772127193,-0.012109807460856489,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.05904897772127193,-0.013499865149044088,1,-0.06769864841470542,-0.01065779308594414
0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,-0.05904897772127193,-0.047389857865947585,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.05904897772127193,-0.031139890351589636,1,0.04538258914635843,-0.03820355858203533
1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-0.008785092322930637,0.3496449002544172,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.008785092322930637,0.3736291526777751,1,-0.16268688796599906,0.35109691462932957
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.23497257661546644,-0.02618766989774277,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.23497257661546644,-0.0022034174743849008,1,-0.14459388995622885,0.04860586004957888
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.06285842768394742,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.038874175260589554,1,-0.02518808529674976,-0.061406413309035075
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.08418092042044258,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.08418092042044258,-0.013499865149044088,1,-0.08579164642447565,-0.01065779308594414
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.08418092042044258,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.08418092042044258,-0.013499865149044088,1,-0.08579164642447565,-0.01065779308594414
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.015068077997723299,-0.03143332054580265,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.015068077997723299,-0.0074490681224447805,1,0.09287670892200525,0.03286890810539925
0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.22996836331919052,0.004237103861004534,0.0596240179573513,0.43640104751215864,0.3095398428731762,0.15200617283950618,0.22996836331919052,-0.02545506895159916,1,0.3574868048148947,-0.021149094382063898
1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0666107357745813,0.9371415723160527,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0666107357745813,0.9611258247394104,1,-0.13554739095134374,0.9385935866909649
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023462600046840268,1,0.10914843382329197,-0.01517168766778722
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.023462600046840268,1,0.10914843382329197,-0.01517168766778722
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.004302327426534806,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,0.01968192499682306,1,-0.15952460441679145,-0.002850313051622457
1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.07917670712416662,0.09104652249261873,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,0.07917670712416662,0.03807829982769352,1,-0.1310241414489012,0.015546061779248001
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-0.10931286311961322,0.44926346581734045,0.18462401795735128,0.26973438084549195,0.3095398428731762,0.21450617283950618,-0.10931286311961322,0.06355020343966801,1,-0.1988728839855395,0.041017965391222495
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.07161494907085725,-0.03143332054580265,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.07161494907085725,-0.023161621691517167,1,0.03181284063903077,-0.014268752601817912
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.01634685037624001,-0.047389857865947585,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.01634685037624001,-0.02340560544258972,1,0.1268010801903244,-0.015000703855035578
1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.5064197330100676,0.07572434292526244,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,0.5064197330100676,0.007320081609147067,1,0.02276634163414566,-0.015212156439298451
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.17214271986753985,-0.023333060010193904,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.17214271986753985,-0.025699052702671716,1,-0.07674514741959054,-0.02188104563528156
0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0037808790266546863,-0.037484117572401957,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0037808790266546863,-0.013499865149044088,1,-0.022466153390279884,-0.01065779308594414
1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.13444480581878387,0.04078586977167291,0.0596240179573513,-0.06359895248784138,0.009539842873176208,-0.035493827160493825,-0.13444480581878387,0.012947973467220613,1,-0.20791938299042462,-0.009584264581224907
0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.01634685037624001,-0.047731435117449164,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.01634685037624001,-0.023747182694091293,1,0.1268010801903244,-0.016025435609540294
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.3229343760625637,-0.01796541748659775,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.3229343760625637,-0.02390983852813966,1,-0.2576751275172927,-0.031477739844135294
0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.29780243336339307,-0.03850884932690667,-0.0653759820426487,0.10306771417882528,0.009539842873176208,-0.035493827160493825,-0.29780243336339307,-0.02669938608206918,1,-0.21244263249286718,-0.024882045773473957
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.04147879307541066,-0.04431566260243343,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.04147879307541066,-0.020331410179075558,1,0.15394057720497975,-0.005778118064493088
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.08418092042044258,-0.047446852470198135,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.08418092042044258,-0.023462600046840268,1,0.018243092131703106,-0.01517168766778722
0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.22996836331919052,0.06401312287377992,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,0.22996836331919052,-0.007156287621157721,1,0.14037082869765208,0.002029361969828594
0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,-0.3647790606566828,-0.03455631255953132,0.0596240179573513,0.10306771417882528,0.1095398428731762,0.027006172839506175,-0.3647790606566828,-0.02944013688578419,1,-0.2877999692035601,-0.042538336559424336
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.02135106367251596,-0.04764203947105618,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.02135106367251596,-0.023657787047698314,1,0.08609183466834142,-0.015757248670361348
0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,-0.1470107771683692,-0.04041192258527258,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.1470107771683692,-0.01642767016191472,1,-0.1310241414489012,-0.0165134031116854
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.05404476442499598,-0.04714587411487504,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.05404476442499598,-0.023161621691517167,1,0.1675103257123074,-0.014268752601817912
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.04147879307541066,0.10597832805825895,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.04147879307541066,0.12996258048161682,1,-0.14459388995622885,0.10743034243317129
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,-0.03455631255953132,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.0,-0.010572060136173457,1,0.10914843382329197,0.02349993206421322
0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.14200656387209323,-0.04895135387281192,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,0.14200656387209323,-0.02496710144945406,1,0.26249856526360105,-0.019685191875628585
0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.12187883446919855,-0.04874796901791785,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.12187883446919855,-0.02476371659455998,1,-0.022466153390279884,-0.019075037310946345
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0.07917670712416662,0.17136597334570303,0.0596240179573513,0.26973438084549195,0.2095398428731762,0.08950617283950618,0.07917670712416662,0.01968192499682306,1,-0.1310241414489012,-0.002850313051622457
0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.17214271986753985,-0.04768263836723465,-0.0653759820426487,-0.06359895248784138,-0.09046015712682379,-0.035493827160493825,-0.17214271986753985,-0.023698385943876785,1,-0.07674514741959054,-0.015879045358896757
